id,code,desc
4307,P2579,Turbocharger Speed Sensor Circuit Range/Performance
4308,P257A,Vacuum reservoir control - open circuit
4309,P257B,Vacuum reservoir control - circuit low
4310,P257C,Vacuum reservoir control - circuit high
4311,P257D,Bonnet switch - circuit range/performance
4312,P257E,Bonnet switch - circuit low
4313,P257F,Bonnet switch - circuit high
4314,P2580,Turbocharger Speed Sensor Circuit Low
4315,P2581,Turbocharger Speed Sensor Circuit High
4316,P2582,Turbocharger Speed Sensor Circuit Intermittent
4317,P2583,Cruise Control Front Distance Range Sensor
4318,P2584,Fuel Additive Control Module Requested MIL Illumination
4319,P2585,Fuel Additive Control Module Warning Lamp Request
4320,P2586,"Turbocharger Boost Control Position Sensor ""B"" Circuit"
4321,P2587,"Turbocharger Boost Control Position Sensor ""B"" Circuit Range/Performance"
4322,P2588,"Turbocharger Boost Control Position Sensor ""B"" Circuit Low"
4323,P2589,"Turbocharger Boost Control Position Sensor ""B"" Circuit High"
4324,P258A,Vacuum pump - control circuit open
4325,P258B,Vacuum pump control - range/performance problem
4326,P258C,Vacuum pump control - circuit low
4327,P258D,Vacuum pump - control circuit high
4328,P258E,Power take-off (PTO) enable switch- performance problem
4329,P258F,Torque management request - output signal malfunction
4330,P2590,"Turbocharger Boost Control Position Sensor ""B"" Circuit Intermittent/Erratic"
4331,P2591,Cruise Control Front Distance Range Sensor Left
4332,P2592,Cruise Control Front Distance Range Sensor Right
4333,P2593,ISO/SAE Reserved
4334,P2598,Turbocharger Boost Control Position Performance Low Position
4335,P25A2,"Brake System Control Module ""A"" Requested MIL Illumination"
4336,P2600,Engine coolant pump motor - open circuit
4337,P2601,Engine coolant pump motor- range/performance problem
4338,P2602,Engine coolant pump motor- circuit low
4339,P2603,Engine coolant pump motor - circuit high
4340,P2604,Intake air heater A - range/performance problem
4341,P2605,Intake air heater A - open circuit
4342,P2606,Intake air heater B - range/performance problem
4343,P2607,Intake air heater B - circuit low
4344,P2608,Intake air heater B - circuit high
4345,P2609,Intake air heater system - performance problem
4346,P260A,"Power take-off (PTO), control - open circuit"
4347,P260B,"Power take-off (PTO), control - circuit low"
4348,P260C,Power take-off (PTO) control - circuit high
4349,P260D,Power take-off (PTO) engaged warning lamp - control circuit
4350,P260E,Diesel Particulate Filter Regeneration Lamp Control Circuit
4351,P260F,Evaporative emission (EVAP) system - monitoring processor performance problem
4352,P2610,Engine control module (ECM) - internal engine off timer performance
4353,P2611,NC refrigerant distribution valve - open circuit
4354,P2612,NC refrigerant distribution valve - circuit low
4355,P2613,NC refrigerant distribution valve - circuit high
4356,P2614,"Camshaft position (CMP), output signal - open circuit"
4357,P2615,"Camshaft position (CMP), output signal - circuit low"
4358,P2616,"Camshaft position (CMP), output signal - circuit high"
4359,P2617,"Crankshaft position (CKP), output signal - open circuit"
4360,P2618,"Crankshaft position (CKP), output signal - circuit low"
4361,P2619,"Crankshaft position (CKP), output signal - circuit high"
4362,P261A,"Coolant Pump ""B"" Control Circuit/Open"
4363,P261B,"Coolant Pump ""B"" Control Circuit Range/Performance"
4364,P261C,"Coolant Pump ""B"" Control Circuit Low"
4365,P261D,"Coolant Pump ""B"" Control Circuit High"
4366,P261E,ISO/SAE Reserved
4367,P261F,ISO/SAE Reserved
4368,P2620,"Throttle position (TP), output signal - open circuit"
4369,P2621,"Throttle position (TP), output signal - circuit low"
4370,P2622,"Throttle position (TP), output signal - circuit high"
4371,P2623,Injector control pressure regulator- open circuit
4372,P2624,Injector control pressure regulator- circuit low
4373,P2625,Injector control pressure regulator - circuit high
4374,P2626,"Heated oxygen sensor (H02S) 1, bank 1, pumping current trim - open circuit / - no signal"
4375,P2627,"Heated oxygen sensor (H02S) 1, bank 1, pumping current trim - circuit low"
4376,P2628,"Heated oxygen sensor (H02S) 1, bank 1, pumping current trim - circuit high"
4377,P2629,"Heated oxygen sensor (H02S) 1, bank 2, pumping current trim - open circuit / - no signal"
4378,P262A,ISO/SAE Reserved
4379,P262B,ISO/SAE Reserved
4380,P262C,ISO/SAE Reserved
4381,P262D,ISO/SAE Reserved
4382,P262E,ISO/SAE Reserved
4383,P262F,ISO/SAE Reserved
4384,P2630,"Heated oxygen sensor (H02S) 1, bank 2, pumping current trim - circuit low"
4385,P2631,"Heated oxygen sensor (H02S) 1, bank 2, pumping current trim - circuit high"
4386,P2632,"Fuel pump (FP) B, control - open circuit"
4387,P2633,"Fuel pump (FP) B, control - circuit low"
4388,P2634,"Fuel pump (FP) B, control - circuit high"
4389,P2635,Fuel pump (FP) A- low flow/performance problem
4390,P2636,Fuel pump (FP) B- low flow/performance problem
4391,P2637,"Torque management, feedback signal A - malfunction"
4392,P2638,"Torque management, feedback signal A - range/performance problem"
4393,P2639,"Torque management, feedback signal A - signal low"
4394,P263A,ISO/SAE Reserved
4395,P263B,ISO/SAE Reserved
4396,P263C,ISO/SAE Reserved
4397,P263D,ISO/SAE Reserved
4398,P263E,ISO/SAE Reserved
4399,P263F,ISO/SAE Reserved
4400,P2640,"Torque management, feedback signal A - signal high"
4401,P2641,"Torque management, feedback signal B - malfunction"
4402,P2642,"Torque management, feedback signal B - range/performance problem"
4403,P2643,"Torque management, feedback signal B - signal low"
4404,P2644,"Torque management, feedback signal B - signal high"
4405,P2645,"Rocker arm actuator A, bank 1 - open circuit"
4406,P2646,"Rocker arm actuator A, bank 1 - performance problem or actuator stuck off"
4407,P2647,"Rocker arm actuator A, bank 1 - actuator stuck on"
4408,P2648,"Rocker arm actuator A, bank 1 - circuit low"
4409,P2649,"Rocker arm actuator A, bank 1 - circuit high"
4410,P264A,"Rocker arm actuator position sensor A, bank 1 - circuit malfunction"
4497,P26A1,Exhaust Aftertreatment Glow Plug Circuit Low
4411,P264B,"Rocker arm actuator position sensor A, bank 1 - circuit range/performance"
4412,P264C,"Rocker arm actuator position sensor A, bank 1 - circuit low"
4413,P264D,"Rocker arm actuator position sensor A, bank 1 - circuit high"
4414,P264E,"Rocker arm actuator position sensor A, bank 1 - circuit intermittent/erratic"
4415,P264F,ISO/SAE Reserved
4416,P2650,"Rocker arm actuator B, bank 1 - open circuit"
4417,P2651,"Rocker arm actuator B, bank 1 - performance problem or actuator stuck off"
4418,P2652,"Rocker arm actuator B, bank 1 -actuator stuck on"
4419,P2653,"Rocker arm actuator B, bank 1 - circuit low"
4420,P2654,"Rocker arm actuator B, bank 1 - circuit high"
4421,P2655,"Rocker arm actuator A, bank 2 - open circuit"
4422,P2656,"Rocker arm actuator A, bank 2 - performance problem or actuator stuck off"
4423,P2657,"Rocker arm actuator A, bank 2 - actuator stuck on"
4424,P2658,"Rocker arm actuator A, bank 2 - circuit low"
4425,P2659,"Rocker arm actuator A, bank 2 - circuit high"
4426,P265A,"Rocker arm actuator position sensor B, bank 1 - circuit malfunction"
4427,P265B,"Rocker arm actuator position sensor B, bank 1 - circuit range/performance"
4428,P265C,"Rocker arm actuator position sensor B, bank 1 - circuit low"
4429,P265D,"Rocker arm actuator position sensor B, bank 1 - circuit high"
4430,P265E,"Rocker arm actuator position sensor B, bank 1 - circuit intermittent/erratic"
4431,P265F,ISO/SAE Reserved
4432,P2660,"Rocker arm actuator B, bank 2 - open circuit"
4433,P2661,"Rocker arm actuator B, bank 2 - performance problem or actuator stuck off"
4434,P2662,"Rocker arm actuator B, bank 2- actuator stuck on"
4435,P2663,"Rocker arm actuator B, bank 2 - circuit low"
4436,P2664,"Rocker arm actuator B, bank 2 -circuit high"
4437,P2665,Fuel shut-off solenoid B - open circuit
4438,P2666,Fuel shut-off solenoid B - circuit low
4439,P2667,Fuel shut-off solenoid B - circuit high
4440,P2668,Fuel mode indicator lamp- circuit malfunction
4441,P2669,Actuator supply voltage B - open circuit
4442,P266A,"Rocker arm actuator position sensor A, bank 2 - circuit malfunction"
4443,P266B,"Rocker arm actuator position sensor A, bank 2 - circuit range/performance"
4444,P266C,A Rocker Arm Actuator Position Sensor Circuit Low Bank 2
4445,P266D,"Rocker arm actuator position sensor A, bank 2 - circuit high"
4446,P266E,"Rocker arm actuator position sensor A, bank 2 - circuit intermittent/erratic"
4447,P266F,ISO/SAE Reserved
4448,P2670,Actuator supply voltage B - circuit low
4449,P2671,Actuator supply voltage B - circuit high
4450,P2672,Injection Pump Timing Offset
4451,P2673,Injection Pump Timing Calibration Not Learned
4452,P2674,Injection Pump Fuel Calibration Not Learned
4453,P2675,Air Cleaner Inlet Control Circuit/Open
4454,P2676,Air Cleaner Inlet Control Circuit Low
4455,P2677,Air Cleaner Inlet Control Circuit High
4456,P2678,Coolant Degassing Valve Control Circuit/Open
4457,P2679,Coolant Degassing Valve Control Circuit Low
4458,P267A,"Rocker arm actuator position sensor B, bank 2 - circuit malfunction"
4459,P267B,"Rocker arm actuator position sensor B, bank 2 - circuit range/performance"
4460,P267C,"Rocker arm actuator position sensor B, bank 2 - circuit low"
4461,P267D,"Rocker arm actuator position sensor B, bank 2 - circuit high"
4462,P267E,"Rocker arm actuator position sensor B, bank 2- circuit intermittent/erratic"
4463,P267F,ISO/SAE Reserved
4464,P2680,Coolant Degassing Valve Control Circuit High
4465,P2681,Engine Coolant Bypass Valve Control Circuit/Open
4466,P2682,Engine Coolant Bypass Valve Control Circuit Low
4467,P2683,Engine Coolant Bypass Valve Control Circuit High
4468,P2684,"Actuator Supply Voltage ""C"" Circuit/Open"
4469,P2685,"Actuator Supply Voltage ""C"" Circuit Low"
4470,P2686,"Actuator Supply Voltage ""C"" Circuit High"
4471,P2687,Fuel Supply Heater Control Circuit/Open
4472,P2688,Fuel Supply Heater Control Circuit Low
4473,P2689,Fuel Supply Heater Control Circuit High
4474,P268A,Injector - calibration not learned/programmed
4475,P268B,Fuel high pressure pump- calibration not learned/programmed
4476,P268C,Injector 1 - data incompatible
4477,P268D,Injector 2 - data incompatible
4478,P268E,Injector 3 - data incompatible
4479,P268F,Injector 4 - data incompatible
4480,P2690,Cylinder 5 Injector Data Incompatible
4481,P2691,Cylinder 6 Injector Data Incompatible
4482,P2692,Cylinder 7 Injector Data Incompatible
4483,P2693,Cylinder 8 Injector Data Incompatible
4484,P2694,Cylinder 9 Injector Data Incompatible
4485,P2695,Cylinder 10 Injector Data Incompatible
4486,P2696,Injector Data Incompatible
4487,P2697,"Exhaust Aftertreatment Fuel Injector ""A"" Circuit/Open"
4488,P2698,"Exhaust Aftertreatment Fuel Injector ""A"" Performance"
4489,P2699,"Exhaust Aftertreatment Fuel Injector ""A"" Circuit Low"
4490,P269A,"Exhaust Aftertreatment Fuel Injector ""A"" Circuit High"
4491,P269B,Exhaust Aftertreatment Glow Plug Control Circuit/Open
4492,P269C,Exhaust Aftertreatment Glow Plug Control Performance
4493,P269D,Exhaust Aftertreatment Glow Plug Control Circuit Low
4494,P269E,Exhaust Aftertreatment Glow Plug Control Circuit High
4495,P269F,Exhaust Aftertreatment Glow Plug Circuit/Open
4496,P26A0,Exhaust Aftertreatment Glow Plug Performance
4955,P3500,ISO/SAE Reserved
4498,P26A2,Exhaust Aftertreatment Glow Plug Circuit High
4499,P26A3,ISO/SAE Reserved
4500,P26B7,Engine Coolant Bypass Valve 'C' Control Circuit/Open
4501,P2700,"Transmission friction element A, apply time - range/performance problem"
4502,P2701,"Transmission friction element B, apply time - range/performance problem"
4503,P2702,"Transmission friction element C, apply time - range/performance problem"
4504,P2703,"Transmission friction element D, apply time - range/performance problem"
4505,P2704,"Transmission friction element E, apply time - range/performance problem"
4506,P2705,"Transmission friction element F, apply time - range/performance problem"
4507,P2706,Shift solenoid (SS) F - circuit malfunction
4508,P2707,Shift solenoid (SS) F- performance problem or solenoid stuck off
4509,P2708,Shift solenoid (SS) F - solenoid stuck on
4510,P2709,Shift solenoid (SS) F -electrical
4511,P270A,ISO/SAE Reserved
4512,P270B,ISO/SAE Reserved
4513,P270C,ISO/SAE Reserved
4514,P270D,ISO/SAE Reserved
4515,P270E,ISO/SAE Reserved
4516,P270F,ISO/SAE Reserved
4517,P2710,Shift solenoid (SS) F - intermittent
4518,P2711,Unexpected mechanical gear disengagement
4519,P2712,Hydraulic power unit leakage
4520,P2713,Transmission fluid pressure (TFP) solenoid D - circuit malfunction
4521,P2714,Transmission fluid pressure (TFP) solenoid D - performance problem or solenoid stuck off
4522,P2715,Transmission fluid pressure (TFP) solenoid D - solenoid stuck on
4523,P2716,Transmission fluid pressure (TFP) solenoid D - electrical
4524,P2717,Transmission fluid pressure (TFP) solenoid D - circuit intermittent
4525,P2718,Transmission fluid pressure (TFP) solenoid D - open circuit
4526,P2719,Transmission fluid pressure (TFP) solenoid D - range/performance problem
4527,P271A,ISO/SAE Reserved
4528,P271B,ISO/SAE Reserved
4529,P271C,ISO/SAE Reserved
4530,P271D,ISO/SAE Reserved
4531,P271E,ISO/SAE Reserved
4532,P271F,ISO/SAE Reserved
4533,P2720,Transmission fluid pressure (TFP) solenoid D - circuit low
4534,P2721,Transmission fluid pressure (TFP) solenoid D - circuit high
4535,P2722,Transmission fluid pressure (TFP) solenoid E - circuit malfunction
4536,P2723,Transmission fluid pressure (TFP) solenoid E - performance problem or solenoid stuck off
4537,P2724,Transmission fluid pressure (TFP) solenoid E - solenoid stuck on
4538,P2725,Transmission fluid pressure (TFP) solenoid E - electrical
4539,P2726,Transmission fluid pressure (TFP) solenoid E - circuit intermittent
4540,P2727,Transmission fluid pressure (TFP) solenoid E - open circuit
4541,P2728,Transmission fluid pressure (TFP) solenoid E - range/performance problem
4542,P2729,Transmission fluid pressure (TFP) solenoid E - circuit low
4543,P272A,ISO/SAE Reserved
4544,P272B,ISO/SAE Reserved
4545,P272C,ISO/SAE Reserved
4546,P272D,ISO/SAE Reserved
4547,P272E,ISO/SAE Reserved
4548,P272F,ISO/SAE Reserved
4549,P2730,Transmission fluid pressure (TFP) solenoid E - circuit high
4550,P2731,Transmission fluid pressure (TFP) solenoid F - circuit malfunction
4551,P2732,Transmission fluid pressure (TFP) solenoid F - performance problem or solenoid stuck off
4552,P2733,Transmission fluid pressure (TFP) solenoid F - solenoid stuck on
4553,P2734,Transmission fluid pressure (TFP) solenoid F - electrical
4554,P2735,Transmission fluid pressure (TFP) solenoid F - circuit intermittent
4555,P2736,Transmission fluid pressure (TFP) solenoid F - open circuit
4556,P2737,Transmission fluid pressure (TFP) solenoid F - range/performance problem
4557,P2738,Transmission fluid pressure (TFP) solenoid F - circuit low
4558,P2739,Transmission fluid pressure (TFP) solenoid F - circuit high
4559,P273A,"Transmission friction element G, apply time - range/performance problem"
4560,P273B,"Transmission friction element H, apply time- range/performance problem"
4561,P273C,ISO/SAE Reserved
4562,P273D,ISO/SAE Reserved
4563,P273E,ISO/SAE Reserved
4564,P273F,ISO/SAE Reserved
4565,P2740,Transmission fluid temperature (TFT) sensor B - circuit malfunction
4566,P2741,Transmission fluid temperature (TFT) sensor B - circuit range/performance problem
4567,P2742,Transmission fluid temperature (TFT) sensor B - circuit low
4568,P2743,Transmission fluid temperature (TFT) sensor B - circuit high
4569,P2744,Transmission fluid temperature (TFT) sensor B - circuit intermittent
4570,P2745,Transmission intermediate shaft speed sensor B - circuit malfunction
4571,P2746,Transmission intermediate shaft speed sensor B- range/performance problem
4572,P2747,Transmission intermediate shaft speed sensor B- no signal
